"region","district","municipality","parish","lat","lon","origin","alert_hour","extinction_hour","firstInterv_hour","village_area","vegetation_area","farming_area","village_veget_area","total_area","alert_day","alert_month","alert_year","firstInterv_day","firstInterv_month","firstInterv_year","extinction_day","extinction_month","extinction_year"
6,15,225,539,38.572419,9.115329,5,60180,62880,60660,0,0.9273,0,0.9273,0.9273,24,7,2014,24,7,2014,24,7,2014
5,3,107,455,41.438348,8.312208,2,65220,67800,65460,0,0,0.003,0,0.003,24,7,2014,24,7,2014,24,7,2014
1,2,227,1176,37.7833333333333,7.55,2,80400,86280,81300,0,0,0.0033,0,0.0033,24,7,2014,24,7,2014,24,7,2014
3,9,209,1166,40.3463888888889,7.01361111111111,5,10020,14760,11100,0,0.02,0,0.02,0.02,25,7,2014,25,7,2014,25,7,2014
1,2,153,1064,38.2,7.36666666666667,2,45900,48600,46800,0,0,0.5,0,0.5,26,7,2014,26,7,2014,26,7,2014
7,18,238,16,41.157366,7.585095,5,51180,57300,51300,0,0.12,0,0.12,0.12,26,7,2014,26,7,2014,26,7,2014
6,14,59,339,39.166481,8.794948,2,54540,55680,54720,0,0,0.0019,0,0.0019,26,7,2014,26,7,2014,26,7,2014
6,15,230,1357,38.542708,8.860817,5,66900,74760,67320,0,0.7805,0,0.7805,0.7805,26,7,2014,26,7,2014,26,7,2014
6,14,243,63,39.674217,8.407112,2,69360,72840,70020,0,0,6e-04,0,6e-04,26,7,2014,26,7,2014,26,7,2014
1,2,153,1247,38.112757,7.406048,2,77160,80400,78120,0,0,0.1,0,0.1,26,7,2014,26,7,2014,26,7,2014
3,18,226,1597,40.9652777777778,7.52027777777778,5,4380,8400,5160,0,0.009,0,0.009,0.009,27,7,2014,27,7,2014,27,7,2014
6,14,243,1222,39.610393,8.410615,2,17940,23100,18360,0,0,0.1402,0,0.1402,27,7,2014,27,7,2014,27,7,2014
1,7,4,1270,38.7008333333333,7.35861111111111,2,45120,52620,45900,0,0,0.4064,0,0.4064,27,7,2014,27,7,2014,27,7,2014
1,2,153,1249,38.14,7.36666666666667,4,54240,66900,54960,46.4,0,0,46.4,46.4,27,7,2014,27,7,2014,27,7,2014
5,1,252,1148,40.865173,8.327195,5,63660,73800,64200,0.1,0,0,0.1,0.1,27,7,2014,27,7,2014,27,7,2014
5,13,126,1007,41.0919444444444,8.16,5,5340,15600,7500,0,0.03,0,0.03,0.03,28,7,2014,28,7,2014,28,7,2014
7,17,208,1439,41.280677,7.575712,1,63900,68400,64440,0,0.01,0,0.01,0.01,28,7,2014,28,7,2014,28,7,2014
6,14,243,336,39.638023,8.442323,5,78240,81240,78720,0,5e-04,0,5e-04,5e-04,28,7,2014,28,7,2014,28,7,2014
7,18,220,500,41.167577,7.471812,5,81660,7200,82500,0,0.63,0,0.63,0.63,28,7,2014,28,7,2014,29,7,2014
4,18,284,240,40.717351,7.992287,5,9360,14400,10500,0,0.001,0,0.001,0.001,29,7,2014,29,7,2014,29,7,2014
1,7,4,1246,38.545,7.43333333333333,4,36240,38280,37380,3.33,0,0,3.33,3.33,29,7,2014,29,7,2014,29,7,2014
3,9,106,1379,40.5227777777778,7.26222222222222,5,38400,40500,38400,0,0.0025,0,0.0025,0.0025,29,7,2014,29,7,2014,29,7,2014
3,18,226,403,40.969445,7.465475,4,44220,54600,45000,0.23,1,0,1.23,1.23,29,7,2014,29,7,2014,29,7,2014
5,13,118,291,41.266677,8.223831,5,48480,54960,48600,0,0.65,0,0.65,0.65,29,7,2014,29,7,2014,29,7,2014
4,18,65,1640,40.9238888888889,8.01861111111111,4,58680,79680,59700,21.4,2.6,0,24,24,29,7,2014,29,7,2014,29,7,2014
1,7,4,898,38.6722222222222,7.41666666666667,2,61200,63600,61800,0,0,0.002,0,0.002,29,7,2014,29,7,2014,29,7,2014
2,8,115,1272,37.1333333333333,7.96666666666667,2,65700,70980,66300,0,0,0.1,0,0.1,29,7,2014,29,7,2014,29,7,2014
5,16,30,1706,41.8805555555556,8.37055555555556,5,69780,74400,70440,0.03,0.03,0,0.06,0.06,29,7,2014,29,7,2014,29,7,2014
4,18,221,1346,40.756654,8.067856,5,72840,77700,73200,0,0.02,0,0.02,0.02,29,7,2014,29,7,2014,29,7,2014
4,10,190,1044,39.904257,8.666465,5,75360,85500,76320,0.24,0.014,0,0.254,0.254,29,7,2014,29,7,2014,29,7,2014
3,9,209,197,40.386123,7.087625,5,1140,3900,1140,0,0.07,0,0.07,0.07,30,7,2014,30,7,2014,30,7,2014
6,14,243,165,39.526541,8.400603,5,7080,9600,7800,0,0.0336,0,0.0336,0.0336,30,7,2014,30,7,2014,30,7,2014
4,18,167,1031,40.731813,8.215989,4,7500,23400,8100,1,0,0,1,1,30,7,2014,30,7,2014,30,7,2014
4,6,169,1386,40.478416,7.834757,4,8880,14700,10200,0,1,0,1,1,30,7,2014,30,7,2014,30,7,2014
5,18,73,1517,41.0433333333333,8.01388888888889,5,33720,43200,34920,0,0.03,0,0.03,0.03,30,7,2014,30,7,2014,30,7,2014
5,13,26,1458,41.307395,8.095762,4,36000,47700,36660,0,2.637,0,2.637,2.637,30,7,2014,30,7,2014,30,7,2014
3,5,109,1611,39.9327777777778,7.24972222222222,5,36240,37800,36600,0.2736,0,0,0.2736,0.2736,30,7,2014,30,7,2014,30,7,2014
2,8,16,75,37.3333333333333,8.76666666666667,5,39600,48300,40320,0,0.12,0,0.12,0.12,30,7,2014,30,7,2014,30,7,2014
3,9,249,1821,40.725198,7.257597,2,50400,53400,50580,0,0,0.005,0,0.005,30,7,2014,30,7,2014,30,7,2014
1,7,87,906,38.5625,7.73472222222222,2,54720,58560,55560,0,0,6.14,0,6.14,30,7,2014,30,7,2014,30,7,2014
6,11,122,1258,38.996283,9.380177,1,57960,65400,58740,0,0,0.001,0,0.001,30,7,2014,30,7,2014,30,7,2014
4,18,124,1240,40.561787,7.71277,4,74940,5700,75600,0,1.477,0,1.477,1.477,30,7,2014,30,7,2014,31,7,2014
4,1,28,1192,40.4666666666667,8.46666666666667,5,85980,1800,86340,0,0.012,0,0.012,0.012,30,7,2014,30,7,2014,31,7,2014
5,13,126,1422,41.193888,8.166877,5,3540,10800,4020,0,0.1,0,0.1,0.1,31,7,2014,31,7,2014,31,7,2014
7,4,51,1641,41.7241666666667,6.75305555555556,4,11760,26100,12600,0,1.47,1.46,1.47,2.93,31,7,2014,31,7,2014,31,7,2014
1,2,259,1793,38.1833333333333,7.8,2,16740,18360,17280,0,0,0.002,0,0.002,31,7,2014,31,7,2014,31,7,2014
1,7,148,1275,38.5669444444444,8.31666666666667,2,36780,42240,37860,0,0,2.53,0,2.53,31,7,2014,31,7,2014,31,7,2014
3,5,100,491,40.1567,7.386634,5,53160,57600,53160,0,0.0468,0,0.0468,0.0468,31,7,2014,31,7,2014,31,7,2014
1,12,99,598,39.026702,7.659502,2,54900,57480,55320,0,0,0.002,0,0.002,31,7,2014,31,7,2014,31,7,2014
5,3,52,1606,41.505,7.94305555555556,5,58740,61800,59640,0,0.03,0,0.03,0.03,31,7,2014,31,7,2014,31,7,2014
5,3,260,867,41.605234,8.133559,5,65220,71280,65400,0.005,0.01,0,0.015,0.015,31,7,2014,31,7,2014,31,7,2014
6,10,187,170,39.299783,9.343298,2,77640,84480,78000,0,0,0.01,0,0.01,31,7,2014,31,7,2014,31,7,2014
1,12,38,176,39.090588,7.895725,2,41880,47400,54171.8030876784,0,0,0.209,0,0.209,1,8,2014,5,8,2015,1,8,2014
7,4,140,1809,41.322559,6.623462,4,57660,5160,58500,0,2.434,0.979,2.434,3.413,1,8,2014,1,8,2014,2,8,2014
5,16,191,1689,41.8638888888889,8.19944444444445,4,72900,4560,73020,0.5,2.5,0,3,3,1,8,2014,1,8,2014,2,8,2014
7,9,270,85,40.9833333333333,7.03333333333333,4,79860,10260,81000,1.7,16.28,2.02,17.98,20,1,8,2014,1,8,2014,2,8,2014
4,1,110,604,40.633995,8.719411,2,85620,1020,86100,0,0,3e-04,0,3e-04,1,8,2014,1,8,2014,2,8,2014
3,9,132,776,40.9,7.23333333333333,4,9240,18420,9960,0.5,0.5,1,1,2,2,8,2014,2,8,2014,2,8,2014
3,5,78,1563,40.1475,7.68166666666667,5,20100,27480,23160,0,1e-04,0,1e-04,1e-04,2,8,2014,2,8,2014,2,8,2014
7,4,139,1472,41.619128,7.156474,5,24900,28500,27600,0,0.1,0.1,0.1,0.2,2,8,2014,2,8,2014,2,8,2014
4,10,190,738,40.022523,8.718819,5,35520,40500,36300,0.03,0,0,0.03,0.03,2,8,2014,2,8,2014,2,8,2014
6,14,210,879,39.130267,8.709063,5,56400,63600,57240,0,0.1132,0,0.1132,0.1132,3,8,2014,3,8,2014,3,8,2014
1,2,259,991,38.1666666666667,7.65,2,63720,73140,64800,0,0,0.0264,0,0.0264,3,8,2014,3,8,2014,3,8,2014
7,17,206,390,41.457577,7.862558,5,65400,68400,65700,0.001,0,0,0.001,0.001,3,8,2014,3,8,2014,3,8,2014
4,10,24,749,39.885563,8.355241,2,69960,72600,70800,0,0,2e-04,0,2e-04,3,8,2014,3,8,2014,3,8,2014
1,2,171,1213,37.726837,8.409335,2,19380,27900,20760,0,0,0.0352,0,0.0352,4,8,2014,4,8,2014,4,8,2014
5,13,126,1797,41.2372222222222,8.16361111111111,5,50940,57900,51300,0,0.0124,0,0.0124,0.0124,4,8,2014,4,8,2014,4,8,2014
7,17,254,1229,41.693095,7.247842,4,57480,68100,58440,0.6,0.5,0,1.1,1.1,4,8,2014,4,8,2014,4,8,2014
3,9,106,226,40.4333333333333,7.26666666666667,5,58320,63000,59400,0,0.001,0,0.001,0.001,4,8,2014,4,8,2014,4,8,2014
1,2,171,936,37.7,8.21666666666667,2,65280,66960,65640,0,0,0.5194,0,0.5194,4,8,2014,4,8,2014,4,8,2014
7,4,265,1818,41.312142,7.161065,5,76200,600,76500,0,0.21,0,0.21,0.21,4,8,2014,4,8,2014,5,8,2014
4,18,158,892,40.512677,7.851124,5,80700,83160,81120,0,5e-04,0,5e-04,5e-04,4,8,2014,4,8,2014,4,8,2014
3,5,163,918,39.921252,7.835887,5,36480,38640,37380,0.1,0,0,0.1,0.1,5,8,2014,5,8,2014,5,8,2014
7,4,120,434,41.51179,7.034712,5,59280,60720,59880,0,0.22,0,0.22,0.22,5,8,2014,5,8,2014,5,8,2014
1,2,259,991,38.1833333333333,7.53333333333333,4,59400,17040,62100,11.8,14,0,25.8,25.8,5,8,2014,5,8,2014,6,8,2014
1,7,197,95,38.1888888888889,7.53333333333333,4,61860,77940,61860,83.65,0,0,83.65,83.65,5,8,2014,5,8,2014,5,8,2014
1,2,259,1388,38.1833333333333,7.7,4,81780,19920,82560,0,1.34,0,1.34,1.34,5,8,2014,5,8,2014,6,8,2014
1,12,195,1489,39.183255,8.068105,2,40380,51840,54171.8030876784,0,0,1.2898,0,1.2898,6,8,2014,5,8,2015,6,8,2014
1,12,101,775,39.344942,7.896168,4,57600,81900,54171.8030876784,4.974,0,0,4.974,4.974,6,8,2014,5,8,2015,6,8,2014
6,14,247,1635,39.5583333333333,8.48777777777778,5,67020,69960,67500,0,0.0667,0,0.0667,0.0667,6,8,2014,6,8,2014,6,8,2014
6,14,210,632,39.03437,8.672067,5,74220,82440,54171.8030876784,0,0.6606,0,0.6606,0.6606,6,8,2014,5,8,2015,6,8,2014
6,14,243,336,39.638965,8.441815,2,77340,81900,77940,0,0,0.05,0,0.05,6,8,2014,6,8,2014,6,8,2014
6,14,243,1287,39.586815,8.429937,5,78600,84000,79260,0,0.0443,0,0.0443,0.0443,6,8,2014,6,8,2014,6,8,2014
4,18,167,1031,40.731813,8.215989,5,85740,7800,86100,0.002,0,0,0.002,0.002,6,8,2014,6,8,2014,7,8,2014
7,4,14,65,41.341004,6.971876,2,33780,38100,34500,0,0,0.25,0,0.25,7,8,2014,7,8,2014,7,8,2014
3,9,209,888,40.3833333333333,6.95,5,37440,40260,37800,0,0.002,0,0.002,0.002,7,8,2014,7,8,2014,7,8,2014
6,11,122,1624,39.0205555555556,9.37,5,48300,51120,48900,0,0.01,0,0.01,0.01,7,8,2014,7,8,2014,7,8,2014
6,14,243,1287,39.593348,8.422388,2,53460,65700,53700,0,0,1.5,0,1.5,7,8,2014,7,8,2014,7,8,2014
7,4,120,751,41.525993,6.965898,4,59160,9000,60120,8.27,36.28,0,44.55,44.55,7,8,2014,7,8,2014,8,8,2014
5,3,260,1699,41.6613888888889,8.16472222222222,5,59340,71100,60240,0,0.22,0,0.22,0.22,7,8,2014,7,8,2014,7,8,2014
4,18,152,1420,40.485071,8.21568,5,61740,64560,61740,0,0.004,0,0.004,0.004,7,8,2014,7,8,2014,7,8,2014
7,4,139,1472,41.63142,7.120288,5,1200,8400,1380,0.01,0,0,0.01,0.01,8,8,2014,8,8,2014,8,8,2014
7,4,97,571,41.18731,6.751715,4,50520,56100,50700,1.87,0.97,0,2.84,2.84,8,8,2014,8,8,2014,8,8,2014
4,10,179,649,39.87319,8.200665,5,51000,63000,51360,0,0.012,0,0.012,0.012,8,8,2014,8,8,2014,8,8,2014
1,12,159,1232,39.60683,7.680297,4,59460,62040,60360,1.548,0,0,1.548,1.548,8,8,2014,8,8,2014,8,8,2014
7,4,245,1473,41.164642,7.077459,5,61260,69720,61500,0,0.11,0,0.11,0.11,8,8,2014,8,8,2014,8,8,2014
4,10,190,1044,39.896813,8.670168,5,63660,75000,64140,0,0.1,0,0.1,0.1,8,8,2014,8,8,2014,8,8,2014
7,4,120,861,41.492871,6.779973,5,68520,70620,69300,0,0.02,0,0.02,0.02,8,8,2014,8,8,2014,8,8,2014
1,7,87,309,38.6186111111111,7.92638888888889,1,34800,42900,35460,0,0,0.1,0,0.1,9,8,2014,9,8,2014,9,8,2014
6,14,170,532,39.619887,8.64757,5,46920,50160,47220,0,0.0043,0,0.0043,0.0043,9,8,2014,9,8,2014,9,8,2014
5,13,126,1796,41.187933,8.192092,5,50040,53100,50220,0.0597,0,0,0.0597,0.0597,9,8,2014,9,8,2014,9,8,2014
6,14,243,1287,39.598418,8.424457,5,66000,68460,66480,0,0.046,0,0.046,0.046,9,8,2014,9,8,2014,9,8,2014
3,5,100,1741,40.111035,7.447692,5,68880,74400,69240,0.005,0,0,0.005,0.005,9,8,2014,9,8,2014,9,8,2014
5,18,205,985,41.076518,7.914184,5,75300,79020,76500,0,0.01,0,0.01,0.01,9,8,2014,9,8,2014,9,8,2014
2,8,115,1079,37.0833333333333,8.1,5,7800,14280,9060,0,0.015,0,0.015,0.015,10,8,2014,10,8,2014,10,8,2014
6,14,1,1138,39.47133,8.239373,2,58200,66300,58740,0.2,0,0.5216,0.2,0.7216,10,8,2014,10,8,2014,10,8,2014
7,18,33,1237,41.077755,7.710699,5,61500,66000,62040,0.05,0,0,0.05,0.05,10,8,2014,10,8,2014,10,8,2014
4,6,180,1339,40.295085,8.143702,5,20640,25800,21000,0,0.008,0,0.008,0.008,11,8,2014,11,8,2014,11,8,2014
1,2,25,110,38.15,8.1,2,45960,61200,54171.8030876784,0,0,1.78,0,1.78,11,8,2014,5,8,2015,11,8,2014
2,8,89,1379,37.0166666666667,7.88333333333333,2,73860,77640,74280,0,0,0.038,0,0.038,11,8,2014,11,8,2014,11,8,2014
1,7,86,1231,38.8922222222222,7.75277777777778,2,44580,50700,46020,0,0,0.1399,0,0.1399,12,8,2014,12,8,2014,12,8,2014
6,14,119,7,39.61025,8.05148,5,48420,51960,49020,0.0043,0,0,0.0043,0.0043,12,8,2014,12,8,2014,12,8,2014
1,2,161,1362,37.4833333333333,8.7,5,60180,68820,61320,0.3027,0,0,0.3027,0.3027,12,8,2014,12,8,2014,12,8,2014
4,18,124,1289,40.637885,7.58229,5,67200,69960,68400,0,0.2139,0,0.2139,0.2139,12,8,2014,12,8,2014,12,8,2014
3,9,94,87,40.8665277777778,6.81666666666667,4,70200,75720,71100,0,3.7,0,3.7,3.7,12,8,2014,12,8,2014,12,8,2014
1,2,161,1362,37.4666666666667,8.7,5,75600,82080,54171.8030876784,0.7176,0,0,0.7176,0.7176,12,8,2014,5,8,2015,12,8,2014
1,12,196,62,39.23318,7.301688,2,44100,51060,54171.8030876784,0,0,0.27,0,0.27,13,8,2014,5,8,2015,13,8,2014
1,2,161,731,37.6666666666667,8.75,2,47460,51240,48360,0,0,3.5,0,3.5,13,8,2014,13,8,2014,13,8,2014
6,14,170,1709,39.7166666666667,8.55,2,52800,59880,53340,0,0,0.08,0,0.08,13,8,2014,13,8,2014,13,8,2014
6,11,122,1624,38.9163888888889,9.18694444444444,5,53100,54900,53580,0,0.005,0,0.005,0.005,13,8,2014,13,8,2014,13,8,2014
6,14,243,1344,39.5333333333333,8.31666666666667,2,59340,65520,60060,0,0,0.1576,0,0.1576,13,8,2014,13,8,2014,13,8,2014
1,2,44,37,37.8166666666667,7.96666666666667,2,60600,69900,61800,0,0,32,0,32,13,8,2014,13,8,2014,13,8,2014
1,2,44,1092,37.95,7.75,2,62580,72300,63600,0,0,9.46,0,9.46,13,8,2014,13,8,2014,13,8,2014
3,5,61,1588,39.9,7.3975,5,67440,69300,67800,0.2414,0,0.0216,0.2414,0.263,13,8,2014,13,8,2014,13,8,2014
7,4,245,1473,41.1689,7.051176,5,76200,84600,76380,0,0.01,0,0.01,0.01,13,8,2014,13,8,2014,13,8,2014
1,2,44,1322,38.1166666666667,7.83333333333333,2,27660,34200,28800,0,0,0.19,0,0.19,14,8,2014,14,8,2014,14,8,2014
5,1,34,1211,40.952557,8.270317,5,39000,45900,39840,0.18,0,0,0.18,0.18,14,8,2014,14,8,2014,14,8,2014
6,14,247,399,39.592055,8.530328,5,48120,49560,49020,0.0991,0,0,0.0991,0.0991,14,8,2014,14,8,2014,14,8,2014
1,2,161,1831,37.7333333333333,8.76666666666667,5,60600,68400,61020,0.023,0,0,0.023,0.023,14,8,2014,14,8,2014,14,8,2014
7,18,113,1010,41.080062,7.858331,5,77820,82800,78300,0,0.02,0,0.02,0.02,14,8,2014,14,8,2014,14,8,2014
1,7,86,1267,38.85,7.65944444444444,2,48540,54960,49260,0,0,0.05,0,0.05,15,8,2014,15,8,2014,15,8,2014
6,14,210,632,39.065868,8.625498,4,59220,80340,60000,98,17,10,115,125,15,8,2014,15,8,2014,15,8,2014
5,18,73,923,41.080299,8.053402,5,63180,69480,64200,0,0.6,0,0.6,0.6,15,8,2014,15,8,2014,15,8,2014
6,14,103,183,39.367232,8.564853,2,76860,81300,77700,0,0,0.0138,0,0.0138,15,8,2014,15,8,2014,15,8,2014
4,1,131,201,40.3,8.46666666666667,5,78900,1260,79500,0.02,0.055,0,0.075,0.075,15,8,2014,15,8,2014,16,8,2014
4,6,137,827,40.07615,8.279655,5,6540,12600,7200,0.01,0,0,0.01,0.01,16,8,2014,16,8,2014,16,8,2014
5,13,40,1226,41.138624,7.950478,3,11040,12360,11520,0,0,0,0,0,16,8,2014,16,8,2014,16,8,2014
7,4,51,1173,41.648178,6.818741,5,42720,52080,43200,0,0.24,0,0.24,0.24,16,8,2014,16,8,2014,16,8,2014
5,13,26,1800,41.243728,8.138518,5,52680,62400,53100,0.0437,0.05,0,0.0937,0.0937,16,8,2014,16,8,2014,16,8,2014
6,14,243,1287,39.5666666666667,8.4,2,70320,84060,70920,0,0,3.2726,0,3.2726,16,8,2014,16,8,2014,16,8,2014
3,9,132,357,40.8666666666667,7.33333333333333,5,81960,3600,82800,0,0.5,0,0.5,0.5,16,8,2014,16,8,2014,17,8,2014
6,14,210,652,39.068687,8.660062,5,15720,21600,17220,0.0677,0.02,0,0.0877,0.0877,17,8,2014,17,8,2014,17,8,2014
5,3,88,1087,41.431551,8.135626,2,20280,22500,21000,0,0,0.03,0,0.03,17,8,2014,17,8,2014,17,8,2014
5,3,88,1762,41.515,8.08722222222222,5,21900,27900,22800,0,0.1,0,0.1,0.1,17,8,2014,17,8,2014,17,8,2014
3,5,100,1603,40.1313888888889,7.49694444444444,5,34200,36300,34680,0,0.002,0,0.002,0.002,17,8,2014,17,8,2014,17,8,2014
7,4,14,1593,41.2977777777778,6.99166666666667,5,39600,51420,40320,0,0.45,0,0.45,0.45,17,8,2014,17,8,2014,17,8,2014
5,13,26,584,41.254107,8.109775,5,56580,65700,57660,0,0.25,0,0.25,0.25,17,8,2014,17,8,2014,17,8,2014
6,14,247,991,39.504918,8.633842,5,61500,71460,62160,0.0509,0,0,0.0509,0.0509,17,8,2014,17,8,2014,17,8,2014
6,15,225,55,38.615401,9.081788,5,64380,68880,64740,0,0.006,0,0.006,0.006,17,8,2014,17,8,2014,17,8,2014
7,4,57,1616,41.185,7.27861111111111,5,70560,76500,71400,0,0.25,0,0.25,0.25,17,8,2014,17,8,2014,17,8,2014
4,18,284,1341,40.703456,7.801811,5,76140,2700,76800,0,0.05,0,0.05,0.05,17,8,2014,17,8,2014,18,8,2014
5,1,219,1290,40.896053,8.497441,5,82500,0,83340,0,0.003,0,0.003,0.003,17,8,2014,17,8,2014,18,8,2014
5,18,73,893,40.99028,8.14026,5,4080,5520,4800,0.05,0.03,0,0.08,0.08,18,8,2014,18,8,2014,18,8,2014
4,6,102,105,39.9988888888889,8.13583333333333,5,33180,40800,33780,0,0.01,0,0.01,0.01,18,8,2014,18,8,2014,18,8,2014
7,4,138,828,41.503841,6.275549,5,35160,41100,35400,0,0.05,0,0.05,0.05,18,8,2014,18,8,2014,18,8,2014
6,15,150,1259,38.70753,8.712513,5,39000,41520,40200,2e-04,0.7896,0,0.7898,0.7898,18,8,2014,18,8,2014,18,8,2014
6,14,243,915,39.6333333333333,8.25,2,48000,51720,48360,0,0,0.0125,0,0.0125,18,8,2014,18,8,2014,18,8,2014
4,6,137,698,40.084991,8.376991,5,52020,60300,52740,0,0.002,0,0.002,0.002,18,8,2014,18,8,2014,18,8,2014
4,18,284,1297,40.61,7.90305555555556,4,53160,74160,53880,14.3,57,0,71.3,71.3,18,8,2014,18,8,2014,18,8,2014
6,14,243,109,39.6833333333333,8.35,2,53820,59160,54420,0,0,0.2754,0,0.2754,18,8,2014,18,8,2014,18,8,2014
4,6,74,1665,40.1966666666667,8.46138888888889,2,54000,61200,54240,0,0,0.0015,0,0.0015,18,8,2014,18,8,2014,18,8,2014
5,16,178,672,41.902333,8.595919,5,63480,71700,63840,0,0.25,0,0.25,0.25,18,8,2014,18,8,2014,18,8,2014
1,12,81,1817,38.898107,7.282688,2,64680,70800,54171.8030876784,0,0,0.1911,0,0.1911,18,8,2014,5,8,2015,18,8,2014
3,9,224,1481,40.3833333333333,7.76666666666667,5,65100,76680,65700,0.015,0,0,0.015,0.015,18,8,2014,18,8,2014,18,8,2014
5,13,126,1796,41.18731,8.192388,5,70920,84060,72120,0.36,0,0,0.36,0.36,18,8,2014,18,8,2014,18,8,2014
5,16,30,443,41.867827,8.40777,5,73260,76680,73620,0.2,0,0,0.2,0.2,18,8,2014,18,8,2014,18,8,2014
5,3,260,664,41.56846,8.136028,5,77580,80940,78600,0,0.01,0,0.01,0.01,18,8,2014,18,8,2014,18,8,2014
6,15,18,400,38.610075,9.197822,5,78000,82800,78840,0,0.03,0,0.03,0.03,18,8,2014,18,8,2014,18,8,2014
6,15,150,316,38.768258,8.631311,5,10560,23340,11100,0.039,0.2007,0,0.2397,0.2397,19,8,2014,19,8,2014,19,8,2014
1,12,159,1232,39.6029,7.681177,5,39480,45900,54171.8030876784,0.0204,0,0,0.0204,0.0204,19,8,2014,5,8,2015,19,8,2014
4,1,168,1501,40.5,8.53333333333333,2,47820,50400,48480,0,0,0.015,0,0.015,19,8,2014,19,8,2014,19,8,2014
1,12,79,1745,39.34545,7.655905,2,51420,63600,54171.8030876784,0,0,1.963,0,1.963,19,8,2014,5,8,2015,19,8,2014
4,18,284,11,40.678528,7.924947,5,58800,61440,59340,0,0.01,0,0.01,0.01,19,8,2014,19,8,2014,19,8,2014
4,18,284,1297,40.611147,7.905849,4,61200,81000,62040,0,22.8,0,22.8,22.8,19,8,2014,19,8,2014,19,8,2014
4,18,158,892,40.536085,7.848666,5,65580,75600,65940,0,0.1421,0,0.1421,0.1421,19,8,2014,19,8,2014,19,8,2014
6,15,18,400,38.621482,9.202973,5,75060,78600,75900,0,0.003,0,0.003,0.003,19,8,2014,19,8,2014,19,8,2014
1,12,36,166,39.116003,7.353898,2,82560,2880,83700,0,0,2.4727,0,2.4727,19,8,2014,19,8,2014,20,8,2014
3,5,109,1884,39.866425,7.07387,4,10140,13560,10800,1.577,0,0,1.577,1.577,20,8,2014,20,8,2014,20,8,2014
6,14,210,779,39.048061,8.704894,5,27360,30600,28200,0.002,0,0,0.002,0.002,20,8,2014,20,8,2014,20,8,2014
7,17,254,1057,41.611275,7.258897,4,39780,56340,40680,0,47,0,47,47,20,8,2014,20,8,2014,20,8,2014
5,3,107,1663,41.4166666666667,8.30194444444444,2,49620,55200,50100,0,0,0.01,0,0.01,20,8,2014,20,8,2014,20,8,2014
5,13,126,1007,41.2372222222222,8.16361111111111,5,51840,64800,52200,0,0.05,0,0.05,0.05,20,8,2014,20,8,2014,20,8,2014
4,18,284,881,40.704817,7.866265,5,52320,56400,52440,0,0.005,0,0.005,0.005,20,8,2014,20,8,2014,20,8,2014
4,1,37,509,40.655322,8.58244,1,56580,61800,57240,0,0,4e-04,0,4e-04,20,8,2014,20,8,2014,20,8,2014
4,10,179,993,39.919947,8.17625,5,59880,62700,60180,0,0.001,0,0.001,0.001,20,8,2014,20,8,2014,20,8,2014
4,18,284,374,40.708058,7.838472,5,59940,66300,54171.8030876784,0,0.01,0,0.01,0.01,20,8,2014,5,8,2015,20,8,2014
3,9,209,56,40.35,7.08333333333333,2,63720,66000,63900,0,0,0.1753,0,0.1753,20,8,2014,20,8,2014,20,8,2014
5,16,193,141,41.791041,8.597727,5,76980,80700,78180,0,0.002,0,0.002,0.002,20,8,2014,20,8,2014,20,8,2014
6,14,170,1133,39.796802,8.528187,2,79500,85920,80400,0,0,1e-04,0,1e-04,20,8,2014,20,8,2014,20,8,2014
5,3,107,1573,41.3955555555556,8.33833333333333,2,80100,83100,81000,0,0,0.001,0,0.001,20,8,2014,20,8,2014,20,8,2014
6,14,247,1130,39.493475,8.583857,5,1920,9180,2520,0,0.036,0,0.036,0.036,21,8,2014,21,8,2014,21,8,2014
2,8,164,1084,37.0333333333333,7.81666666666667,2,39540,42600,39900,0,0,0.0508,0,0.0508,22,8,2014,22,8,2014,22,8,2014
1,2,17,1298,37.95,8.2,2,46680,58800,47340,0,0,0.4209,0,0.4209,22,8,2014,22,8,2014,22,8,2014
2,8,89,1334,37.05,7.95,2,55200,61200,55740,0,0,0.14,0,0.14,22,8,2014,22,8,2014,22,8,2014
1,2,161,238,37.5666666666667,8.68333333333333,2,59400,64200,60600,0,0,0.1668,0,0.1668,22,8,2014,22,8,2014,22,8,2014
2,8,6,950,37.1666666666667,8.21666666666667,2,61080,72600,62100,0,0,0.5704,0,0.5704,22,8,2014,22,8,2014,22,8,2014
3,9,132,1093,40.8666666666667,7.21666666666667,2,77340,81600,78000,0,0,0.03,0,0.03,22,8,2014,22,8,2014,22,8,2014
7,4,51,371,41.820153,6.820047,5,84900,1800,85500,0,0.03,0,0.03,0.03,22,8,2014,22,8,2014,23,8,2014
7,4,51,1397,41.643616,6.737218,5,84960,6960,1380,0,0.267,0,0.267,0.267,22,8,2014,23,8,2014,23,8,2014
7,4,139,829,41.484193,7.170474,2,7440,9300,7800,0,0,0.02,0,0.02,23,8,2014,23,8,2014,23,8,2014
4,18,58,927,40.457292,7.932915,5,13860,19080,13860,0,0.01,0,0.01,0.01,23,8,2014,23,8,2014,23,8,2014
7,17,145,845,41.408832,7.948958,4,15960,18600,16500,1,0,0,1,1,23,8,2014,23,8,2014,23,8,2014
