"region","district","municipality","parish","lat","lon","origin","alert_hour","extinction_hour","firstInterv_hour","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause","alert_day","alert_month","alert_year","firstInterv_day","firstInterv_month","firstInterv_year","extinction_day","extinction_month","extinction_year"
1,2,132,1722,37.70083,7.561667,2,53400,57300,55200,0,0,1.1,0,1.1,0,14,5,2014,14,5,2014,14,5,2014
5,1,32,692,40.94778,8.395278,5,53940,60900,54600,0.1,0.0438,0,0.1438,0.1438,1,14,5,2014,14,5,2014,14,5,2014
6,14,71,2109,39.41917,8.416389,5,55620,60600,58200,0,0.0803,0,0.0803,0.0803,1,14,5,2014,14,5,2014,14,5,2014
7,4,268,2652,41.52722,6.405,5,56400,62400,57600,0,0.003,0,0.003,0.003,0,14,5,2014,14,5,2014,14,5,2014
5,16,248,1222,41.66194,8.675556,5,57120,64800,60000,0.05,0,0,0.05,0.05,0,14,5,2014,14,5,2014,14,5,2014
1,15,208,541,37.8,8.686667,2,57300,60900,58380,0,0,0.003,0,0.003,0,14,5,2014,14,5,2014,14,5,2014
1,2,16,110,37.81417,8.111111,2,57420,60600,58740,0,0,0.5936,0,0.5936,0,14,5,2014,14,5,2014,14,5,2014
5,13,253,2293,41.27611,8.711111,5,57540,66300,58140,0.24,0.03,0,0.27,0.27,0,14,5,2014,14,5,2014,14,5,2014
4,1,163,2585,40.85778,8.481667,5,57600,69300,58500,0,0.225,0,0.225,0.225,1,14,5,2014,14,5,2014,14,5,2014
7,4,13,2119,41.41806,6.914167,4,59400,69420,60300,0,2,0,2,2,0,14,5,2014,14,5,2014,14,5,2014
5,13,25,2115,41.34333,7.985833,5,60600,65700,61500,0.09,0,0,0.09,0.09,1,14,5,2014,14,5,2014,14,5,2014
5,13,25,1887,41.34333,7.985833,5,61200,68400,62400,0,0.11,0,0.11,0.11,1,14,5,2014,14,5,2014,14,5,2014
7,4,120,198,41.62944,7.020278,4,62340,82800,63480,0,6.58,0,6.58,6.58,0,14,5,2014,14,5,2014,14,5,2014
7,9,259,515,41.00611,7.094722,4,63000,8820,64620,5,30,5,35,40,0,14,5,2014,14,5,2014,15,5,2014
4,10,113,1137,39.73028,8.836944,5,64620,69480,65460,0.001,0,0,0.001,0.001,0,14,5,2014,14,5,2014,14,5,2014
5,3,258,375,41.41917,8.535,5,66000,73800,66300,0,0.04,0,0.04,0.04,0,14,5,2014,14,5,2014,14,5,2014
4,1,163,1879,40.83167,8.461944,5,66600,70800,67200,0,0.125,0,0.125,0.125,0,14,5,2014,14,5,2014,14,5,2014
5,3,107,2284,41.45,8.356389,5,67860,70800,68700,0,0.005,0,0.005,0.005,0,14,5,2014,14,5,2014,14,5,2014
7,4,268,1105,41.51639,6.614167,5,69300,78300,70200,0,0.2,0,0.2,0.2,0,14,5,2014,14,5,2014,14,5,2014
5,3,258,1588,41.45667,8.450556,5,74400,81000,75000,0,0.03,0,0.03,0.03,0,14,5,2014,14,5,2014,14,5,2014
6,14,167,2356,39.75444,8.513611,2,74580,78600,74940,0,0,0.011,0,0.011,0,14,5,2014,14,5,2014,14,5,2014
5,18,73,698,41.08194,8.201389,5,81480,1440,83820,0,0.1,0,0.1,0.1,0,14,5,2014,14,5,2014,15,5,2014
5,3,250,1349,41.67944,8.05,4,84660,12120,85380,3,23,0,26,26,1,14,5,2014,14,5,2014,15,5,2014
5,16,29,1148,41.83722,8.496667,5,300,5280,1200,0,0.03,0,0.03,0.03,1,15,5,2014,15,5,2014,15,5,2014
5,3,250,2427,41.64,7.999722,4,2100,16800,3000,0.75,0.5,0,1.25,1.25,0,15,5,2014,15,5,2014,15,5,2014
3,9,106,2592,40.47861,7.154444444,5,7680,9960,8820,0,0.037,0,0.037,0.037,1,15,5,2014,15,5,2014,15,5,2014
5,13,125,127,41.23722,8.163611,5,9300,13980,9900,0,0.06,0,0.06,0.06,0,15,5,2014,15,5,2014,15,5,2014
4,18,270,1567,40.63639,7.923333,5,10800,16020,11880,0.08,0.02,0,0.1,0.1,1,15,5,2014,15,5,2014,15,5,2014
5,3,250,1440,41.67944,8.05,4,12120,54600,13200,11,6,0,17,17,0,15,5,2014,15,5,2014,15,5,2014
3,9,106,2592,40.47861,7.188056,5,15180,27540,15300,0,0.026,0,0.026,0.026,1,15,5,2014,15,5,2014,15,5,2014
4,18,236,2374,40.59389,8.276389,4,16200,34200,17700,3.2,0,0,3.2,3.2,1,15,5,2014,15,5,2014,15,5,2014
5,3,107,274,41.55417,8.2025,2,20820,22800,21000,0,0,0.005,0,0.005,0,15,5,2014,15,5,2014,15,5,2014
4,6,74,2379,40.20528,8.453056,5,33720,39300,34020,0,0.007,0,0.007,0.007,1,15,5,2014,15,5,2014,15,5,2014
6,10,47,483,39.28028,9.118889,2,42600,46500,43620,0,0,0.003,0,0.003,0,15,5,2014,15,5,2014,15,5,2014
2,8,114,350,37.11667,8.133333,2,43560,45120,44640,0,0,0.053,0,0.053,0,15,5,2014,15,5,2014,15,5,2014
5,16,29,1148,41.83944,8.512222,5,44400,51300,44700,0,0.02,0,0.02,0.02,0,15,5,2014,15,5,2014,15,5,2014
4,6,166,1239,40.31639,7.865833,5,45840,50700,46380,0.015,0,0,0.015,0.015,1,15,5,2014,15,5,2014,15,5,2014
5,18,73,757,41.04806,8.044444,5,47100,49800,48600,0,0.005,0,0.005,0.005,0,15,5,2014,15,5,2014,15,5,2014
1,2,159,1889,37.5075,8.736389,4,48060,57600,49200,1.263,0,0,1.263,1.263,0,15,5,2014,15,5,2014,15,5,2014
1,12,37,259,39.10722,7.974167,2,49500,60000,54010.7481496299,0,0,0.0918,0,0.0918,1,15,5,2014,5,8,2015,15,5,2014
5,13,25,1887,41.34333,7.985833,5,49800,55200,50100,0,0.01,0,0.01,0.01,0,15,5,2014,15,5,2014,15,5,2014
5,16,257,2435,41.97944,8.683889,5,51960,55260,52140,0,0.005,0,0.005,0.005,0,15,5,2014,15,5,2014,15,5,2014
5,3,193,2671,41.54611,8.254444,5,54300,60600,55380,0,0.24,0,0.24,0.24,0,15,5,2014,15,5,2014,15,5,2014
3,5,108,2275,39.75583,7.123333,2,54660,59700,55320,0.885,0,4.703,0.885,5.588,0,15,5,2014,15,5,2014,15,5,2014
7,4,137,818,41.38778,7.166111,5,56100,63900,57300,0,0.12,0,0.12,0.12,0,15,5,2014,15,5,2014,15,5,2014
3,9,106,152,40.58833,7.2675,1,56280,59400,57900,0,0.003,0,0.003,0.003,0,15,5,2014,15,5,2014,15,5,2014
6,14,102,268,39.34861,8.528333,2,59580,62400,59940,0,0,0.0242,0,0.0242,0,15,5,2014,15,5,2014,15,5,2014
5,16,244,2271,42.04333,8.591389,2,59760,64800,60300,0,0,0.04,0,0.04,0,15,5,2014,15,5,2014,15,5,2014
5,3,258,375,41.41528,8.545556,5,62280,67020,62520,0,0.1,0,0.1,0.1,0,15,5,2014,15,5,2014,15,5,2014
3,9,202,1992,40.35694,6.966944,1,64140,64920,64320,0,0,0.00014,0,0.00014,0,15,5,2014,15,5,2014,15,5,2014
5,16,29,891,41.92139,8.360556,5,64680,72600,67500,0,0.04,0,0.04,0.04,1,15,5,2014,15,5,2014,15,5,2014
4,18,270,1763,40.67361,7.824167,4,67140,74520,68700,0,2.2,0,2.2,2.2,1,15,5,2014,15,5,2014,15,5,2014
7,4,137,45,41.72167,7.186111,5,72000,79500,72900,0.1,0.06,0,0.16,0.16,0,15,5,2014,15,5,2014,15,5,2014
4,10,113,171,39.68139,8.915278,2,73620,76200,74580,0,0,0.005,0,0.005,0,15,5,2014,15,5,2014,15,5,2014
1,12,188,1185,39.06278,8.171389,2,73680,80700,75480,0,0,0.0637,0,0.0637,0,15,5,2014,15,5,2014,15,5,2014
5,3,250,1024,41.67222,8.145556,4,77220,85200,78180,0,6.5,0,6.5,6.5,0,15,5,2014,15,5,2014,15,5,2014
1,12,34,1211,39.15833,7.194444,2,77400,80100,78360,0,0,0.0106,0,0.0106,0,15,5,2014,15,5,2014,15,5,2014
5,16,187,205,41.65056,8.598889,5,3480,7800,4800,0.001,0,0,0.001,0.001,0,16,5,2014,16,5,2014,16,5,2014
5,3,70,30,41.36611,8.136111,4,4200,11700,4800,9,0.8,0,9.8,9.8,1,16,5,2014,16,5,2014,16,5,2014
4,10,192,1951,39.55898,8.830085,5,19140,25800,20400,0,0.005,0,0.005,0.005,0,16,5,2014,16,5,2014,16,5,2014
5,3,258,375,41.46722,8.497222,5,21360,26100,21900,0,0.02,0,0.02,0.02,0,16,5,2014,16,5,2014,16,5,2014
3,9,240,819,40.73194,7.354722,5,25200,33300,25800,0,0.3,0,0.3,0.3,0,16,5,2014,16,5,2014,16,5,2014
6,14,71,476,39.19361,8.328889,5,28560,33360,29340,0,0.0081,0,0.0081,0.0081,0,16,5,2014,16,5,2014,16,5,2014
3,5,265,1417,39.69639,7.576389,5,32460,42900,33180,0,0.8689,0,0.8689,0.8689,0,16,5,2014,16,5,2014,16,5,2014
3,9,130,506,40.88611,7.319167,4,33000,45000,34320,10,25,5,35,40,0,16,5,2014,16,5,2014,16,5,2014
5,3,70,30,41.4725,8.036111,5,36180,45600,37380,0,0.8,0,0.8,0.8,0,16,5,2014,16,5,2014,16,5,2014
5,16,187,205,41.85944,8.561944,5,36300,44520,38160,0.001,0,0,0.001,0.001,0,16,5,2014,16,5,2014,16,5,2014
5,3,107,2284,41.5275,8.316111,4,38580,52200,39300,1.5,0,0,1.5,1.5,0,16,5,2014,16,5,2014,16,5,2014
3,5,63,2237,39.87667,7.374722,5,40140,43500,41220,0,8e-04,0,8e-04,8e-04,0,16,5,2014,16,5,2014,16,5,2014
5,3,193,854,41.56139,8.270833,4,41340,52860,41880,1.32,5,0,6.32,6.32,0,16,5,2014,16,5,2014,16,5,2014
7,18,231,199,41.05278,7.557414,5,42840,47400,43200,0,0.37,0,0.37,0.37,0,16,5,2014,16,5,2014,16,5,2014
7,4,137,359,41.65206,7.2196,4,45540,59400,46200,0,4.02,0,4.02,4.02,0,16,5,2014,16,5,2014,16,5,2014
4,1,163,2585,40.87444,8.498509,5,46980,57600,48300,0,0.04,0,0.04,0.04,0,16,5,2014,16,5,2014,16,5,2014
1,2,159,2617,37.75,8.782778,2,47400,52800,48300,0,0,0.1,0,0.1,0,16,5,2014,16,5,2014,16,5,2014
4,1,36,694,40.63944,8.594167,2,50280,53700,50880,0,0,0.0014,0,0.0014,0,16,5,2014,16,5,2014,16,5,2014
7,4,269,2316,41.79556,6.985278,2,50400,54480,51300,0,0,0.07,0,0.07,0,16,5,2014,16,5,2014,16,5,2014
4,18,236,436,40.54583,8.034444,5,51600,56100,52500,0,0.05,0,0.05,0.05,0,16,5,2014,16,5,2014,16,5,2014
4,1,163,1054,40.81639,8.471667,5,52620,57000,53100,0,0.0346,0,0.0346,0.0346,0,16,5,2014,16,5,2014,16,5,2014
1,2,68,673,37.80722,7.978611,2,53580,59400,54900,0,0,2.2,0,2.2,0,16,5,2014,16,5,2014,16,5,2014
4,1,163,1879,40.80972,8.457778,5,53880,62160,54600,0,0.13,0,0.13,0.13,0,16,5,2014,16,5,2014,16,5,2014
5,3,107,224,41.54889,8.216944,5,53940,59400,54300,0,0.05,0,0.05,0.05,0,16,5,2014,16,5,2014,16,5,2014
5,16,248,974,41.79167,8.729167,5,54360,58080,54480,0,0.05,0,0.05,0.05,1,16,5,2014,16,5,2014,16,5,2014
5,1,243,948,40.82417,8.307778,5,54600,62100,55140,0,0.1794,0,0.1794,0.1794,0,16,5,2014,16,5,2014,16,5,2014
5,1,32,1687,40.895,8.272778,5,55080,63420,56040,0.0503,0,0,0.0503,0.0503,0,16,5,2014,16,5,2014,16,5,2014
5,3,266,1629,41.65694,8.41,5,55800,59400,55800,0.3,0,0,0.3,0.3,1,16,5,2014,16,5,2014,16,5,2014
2,8,162,1171,37.04802,7.782331,2,57780,63300,58800,0,0,0.0391,0,0.0391,0,16,5,2014,16,5,2014,16,5,2014
7,4,120,1048,41.53805,6.958775,2,58380,61020,58560,0,0,0.0083,0,0.0083,0,16,5,2014,16,5,2014,16,5,2014
6,14,71,2112,39.35722,8.481111,5,58620,60600,59040,0,0.0096,0,0.0096,0.0096,0,16,5,2014,16,5,2014,16,5,2014
5,3,107,2361,41.53139,8.299444,5,60300,71100,60900,0,0.01,0,0.01,0.01,0,16,5,2014,16,5,2014,16,5,2014
1,12,157,1842,39.54917,7.739444,4,61440,76440,62880,1.583,0,0,1.583,1.583,0,16,5,2014,16,5,2014,16,5,2014
1,2,68,524,37.63667,8.098611,2,61800,69600,63300,0,0,0.7,0,0.7,0,16,5,2014,16,5,2014,16,5,2014
1,2,132,1867,37.49583,7.858611,2,63180,70680,65400,0,0,0.6,0,0.6,0,16,5,2014,16,5,2014,16,5,2014
4,6,74,2216,40.30667,8.399167,2,63360,66120,63780,0,0,0.001,0,0.001,1,16,5,2014,16,5,2014,16,5,2014
7,4,138,374,41.24028,6.679444,5,63600,77100,64800,0,0.1,0,0.1,0.1,0,16,5,2014,16,5,2014,16,5,2014
4,1,165,1266,40.50917,8.547778,5,63840,66600,64500,0,0.017,0,0.017,0.017,1,16,5,2014,16,5,2014,16,5,2014
3,9,94,2474,40.89944,7.082778,2,64020,70620,64680,0,0,0.02,0,0.02,0,16,5,2014,16,5,2014,16,5,2014
5,3,107,1462,41.47417,8.344444,2,64800,69300,65400,0,0,0.15,0,0.15,0,16,5,2014,16,5,2014,16,5,2014
4,18,270,1763,40.67361,7.824167,4,65580,70560,67200,0,2.5,0,2.5,2.5,1,16,5,2014,16,5,2014,16,5,2014
5,3,84,867,41.5125,8.771389,5,66480,74700,66900,0,0.075,0,0.075,0.075,0,16,5,2014,16,5,2014,16,5,2014
4,6,74,2364,40.17583,8.395556,2,69960,75180,70500,0,0,0.001,0,0.001,0,16,5,2014,16,5,2014,16,5,2014
7,4,137,966,41.43839,7.301567,5,75240,78600,76260,0,0.01,0,0.01,0.01,0,16,5,2014,16,5,2014,16,5,2014
6,10,47,2464,39.26275,9.1782,2,75720,82200,76200,0,0,0.005,0,0.005,0,16,5,2014,16,5,2014,16,5,2014
4,6,74,1805,40.23639,8.508056,2,78000,82200,78600,0,0,0.005,0,0.005,0,16,5,2014,16,5,2014,16,5,2014
4,6,74,1886,40.22861,8.5325,2,82200,900,82260,0,0,0.001,0,0.001,0,16,5,2014,16,5,2014,17,5,2014
5,13,125,127,41.08806,8.270833,5,85140,7200,86100,0,0.1,0,0.1,0.1,0,16,5,2014,16,5,2014,17,5,2014
4,6,74,2380,40.20528,8.453056,2,85500,1320,85920,0,0,0.001,0,0.001,1,16,5,2014,16,5,2014,17,5,2014
7,17,145,747,41.69167,7.996111,4,6600,17400,9000,1.5,1.5,0,3,3,0,17,5,2014,17,5,2014,17,5,2014
4,1,163,2585,40.87444,8.498509,5,10260,15600,11100,0,0.002,0,0.002,0.002,0,17,5,2014,17,5,2014,17,5,2014
3,9,106,2592,40.48083,7.165556,5,10800,20520,12060,0,0.33,0,0.33,0.33,0,17,5,2014,17,5,2014,17,5,2014
4,1,163,1879,40.83167,8.461944,5,13200,30000,54010.7481496299,0,0.413,0,0.413,0.413,0,17,5,2014,5,8,2015,17,5,2014
4,6,74,2380,40.20528,8.453056,2,23040,27720,23460,0,0,0.001,0,0.001,0,17,5,2014,17,5,2014,17,5,2014
5,3,258,375,41.40583,8.523056,5,28680,33600,29400,0,0.001,0,0.001,0.001,0,17,5,2014,17,5,2014,17,5,2014
5,13,125,127,41.19389,8.132778,5,29880,39600,30900,0,0.015,0,0.015,0.015,0,17,5,2014,17,5,2014,17,5,2014
5,3,70,487,41.37194,8.061667,4,31140,39300,32100,4,1,0,5,5,1,17,5,2014,17,5,2014,17,5,2014
5,13,25,2115,41.27417,8.038333,5,31800,40500,32400,0,0.02,0,0.02,0.02,0,17,5,2014,17,5,2014,17,5,2014
7,4,13,2243,41.33,6.988889,4,32100,39060,33300,0,7.06,0,7.06,7.06,0,17,5,2014,17,5,2014,17,5,2014
5,16,187,858,41.77806,8.483056,5,34380,41460,35400,0,0.001,0,0.001,0.001,0,17,5,2014,17,5,2014,17,5,2014
6,14,235,1326,39.52528,8.426667,2,39180,43800,40140,0,0,0.0151,0,0.0151,0,17,5,2014,17,5,2014,17,5,2014
5,1,205,2286,40.98111,8.438611,5,41220,50040,41880,0,0.41,0,0.41,0.41,0,17,5,2014,17,5,2014,17,5,2014
5,3,107,417,41.49157,8.344354,2,41940,49500,42300,0,0,0.01,0,0.01,0,17,5,2014,17,5,2014,17,5,2014
5,16,187,400,41.71528,8.568889,5,42420,45420,43200,0,0.01,0,0.01,0.01,0,17,5,2014,17,5,2014,17,5,2014
6,15,148,136,38.68091,8.928238,1,43080,46200,43800,0,0,0.02,0,0.02,0,17,5,2014,17,5,2014,17,5,2014
2,8,224,101,37.17972,8.32,5,44520,52620,45600,0,0.3424,0,0.3424,0.3424,0,17,5,2014,17,5,2014,17,5,2014
4,18,236,1729,40.56306,8.151111,5,46380,46860,54010.7481496299,0,1e-04,0,1e-04,1e-04,0,17,5,2014,5,8,2015,17,5,2014
5,16,29,1324,41.8875,8.442222,5,46920,51540,48300,0,0.02,0,0.02,0.02,0,17,5,2014,17,5,2014,17,5,2014
5,3,266,550,41.58472,8.506389,5,47160,56520,48000,0.5,0,0,0.5,0.5,0,17,5,2014,17,5,2014,17,5,2014
4,10,62,2202,39.96611,8.223333,5,47940,55800,48300,0,0.04,0,0.04,0.04,0,17,5,2014,17,5,2014,17,5,2014
5,13,125,127,41.13889,8.222778,5,48240,63600,48900,0,0.5,0,0.5,0.5,0,17,5,2014,17,5,2014,17,5,2014
7,18,112,967,41.10944,7.810833,5,49440,53100,49620,0,0.03,0,0.03,0.03,0,17,5,2014,17,5,2014,17,5,2014
5,16,248,650,41.67472,8.821111,4,49800,64200,50400,3.58,0,0,3.58,3.58,0,17,5,2014,17,5,2014,17,5,2014
5,3,40,290,41.46528,8.731111,5,51840,64800,52800,0.08,0,0,0.08,0.08,0,17,5,2014,17,5,2014,17,5,2014
1,12,81,1773,38.77861,7.2075,2,51900,58080,52680,0,0,0.0753,0,0.0753,0,17,5,2014,17,5,2014,17,5,2014
4,18,270,1567,40.638,7.92389,5,51900,57300,52620,0,0.02,0,0.02,0.02,1,17,5,2014,17,5,2014,17,5,2014
4,6,74,1886,40.30667,8.399167,5,52020,54900,52980,0,0.01,0,0.01,0.01,0,17,5,2014,17,5,2014,17,5,2014
5,3,107,1685,41.53139,8.299444,5,53280,58500,54000,0,0.05,0,0.05,0.05,0,17,5,2014,17,5,2014,17,5,2014
5,16,55,2305,41.84667,8.855556,5,53400,59100,54000,0.02,0,0,0.02,0.02,0,17,5,2014,17,5,2014,17,5,2014
7,4,137,2153,41.40056,7.306667,2,53400,59400,54900,0,0,0.005,0,0.005,0,17,5,2014,17,5,2014,17,5,2014
4,10,113,2396,39.76694,8.924722,2,54300,58500,54660,0,0,0.02,0,0.02,0,17,5,2014,17,5,2014,17,5,2014
2,8,162,1512,37.03528,7.844722,5,54660,56700,55080,0,5e-04,0,5e-04,5e-04,0,17,5,2014,17,5,2014,17,5,2014
4,10,185,2369,39.84694,8.641389,5,55560,63600,55920,0.3,0.03,0,0.33,0.33,1,17,5,2014,17,5,2014,17,5,2014
5,3,70,487,41.37111,8.061389,4,56040,62400,56820,0,1,0,1,1,1,17,5,2014,17,5,2014,17,5,2014
5,3,107,2284,41.45194,8.306944,5,57240,65100,58200,0,0.2,0,0.2,0.2,0,17,5,2014,17,5,2014,17,5,2014
5,3,193,1953,41.59806,8.23,5,57300,65400,58260,0.25,0.32,0,0.57,0.57,0,17,5,2014,17,5,2014,17,5,2014
5,13,25,2570,41.2298,8.123593,4,58380,81000,58620,11.4,3.5,0,14.9,14.9,1,17,5,2014,17,5,2014,17,5,2014
1,12,127,1881,39.38306,7.383611,5,58680,71100,54010.7481496299,0.131,0,0,0.131,0.131,1,17,5,2014,5,8,2015,17,5,2014
3,9,94,2642,40.95056,7.020556,5,59880,69600,60780,0,0.045,0,0.045,0.045,0,17,5,2014,17,5,2014,17,5,2014
5,16,187,205,41.85944,8.561944,5,60060,65400,60300,0.001,0,0,0.001,0.001,0,17,5,2014,17,5,2014,17,5,2014
5,3,193,2671,41.56306,8.241944,4,60600,77400,61200,1.78,0.5,0,2.28,2.28,1,17,5,2014,17,5,2014,17,5,2014
5,18,73,698,41.08301,8.198584,4,61020,80700,63420,0,1,0,1,1,0,17,5,2014,17,5,2014,17,5,2014
5,3,107,933,41.41139,8.270833,5,61380,66600,62100,0.02,0,0,0.02,0.02,0,17,5,2014,17,5,2014,17,5,2014
6,11,255,2203,39.00028,8.992778,5,61740,68640,63480,0,0.4788,0,0.4788,0.4788,0,17,5,2014,17,5,2014,17,5,2014
3,5,108,952,39.86083,7.300556,2,61800,67800,62940,0,0,4.048,0,4.048,0,17,5,2014,17,5,2014,17,5,2014
4,18,270,1763,40.67361,7.824167,4,64020,84000,65100,0,2,0,2,2,1,17,5,2014,17,5,2014,17,5,2014
1,15,208,1735,38.00025,8.673646,1,67740,71100,68280,0,0,0.0389,0,0.0389,0,17,5,2014,17,5,2014,17,5,2014
5,16,248,650,41.685,8.834722,5,79860,1320,80460,0,0.05,0,0.05,0.05,0,17,5,2014,17,5,2014,18,5,2014
5,16,141,2137,42.08083,8.365833,5,80520,85200,80640,0,0.03,0,0.03,0.03,0,17,5,2014,17,5,2014,17,5,2014
5,1,32,692,40.94778,8.395278,5,82920,2700,54010.7481496299,0.2036,0,0,0.2036,0.2036,1,17,5,2014,5,8,2015,18,5,2014
5,3,26,363,41.66222,8.265,5,3300,9900,3960,0.03,0,0,0.03,0.03,0,18,5,2014,18,5,2014,18,5,2014
5,13,25,1887,41.34333,7.985833,4,4800,16560,5700,1.078,0,0,1.078,1.078,1,18,5,2014,18,5,2014,18,5,2014
5,3,107,1685,41.53139,8.299444,5,11640,19800,12300,0,0.05,0,0.05,0.05,0,18,5,2014,18,5,2014,18,5,2014
5,3,70,220,41.36083,8.058611,5,19860,26700,20700,0.05,0.015,0,0.065,0.065,1,18,5,2014,18,5,2014,18,5,2014
5,18,73,698,41.08301,8.198584,5,22380,38100,24300,0.1,0,0,0.1,0.1,1,18,5,2014,18,5,2014,18,5,2014
5,3,250,1440,41.64806,8.246111,5,33480,45480,34800,0,0.05,0,0.05,0.05,0,18,5,2014,18,5,2014,18,5,2014
5,3,107,1685,41.4775,8.376111,5,33600,42900,34200,0,0.05,0,0.05,0.05,0,18,5,2014,18,5,2014,18,5,2014
4,18,270,1567,40.638,7.92389,5,39720,44100,40440,0,0.02,0,0.02,0.02,0,18,5,2014,18,5,2014,18,5,2014
7,17,199,140,41.45222,7.759444,5,40800,43200,41460,0,0.15,0,0.15,0.15,0,18,5,2014,18,5,2014,18,5,2014
1,2,41,291,38.14389,7.068333,2,41460,46200,42300,0,0,0.3,0,0.3,0,18,5,2014,18,5,2014,18,5,2014
5,3,70,760,41.37028,8.083611,4,42480,76800,43200,15,10,0,25,25,1,18,5,2014,18,5,2014,18,5,2014
2,8,89,1858,37.04,7.943056,2,46560,57900,47040,0,0,0.375,0,0.375,0,18,5,2014,18,5,2014,18,5,2014
5,16,141,1576,42.0625,8.495833,5,48060,51480,49800,0,0.1,0,0.1,0.1,0,18,5,2014,18,5,2014,18,5,2014
5,3,234,2461,41.66222,8.226667,4,49500,81000,50640,0.02,8,0,8.02,8.02,0,18,5,2014,18,5,2014,18,5,2014
4,1,165,1266,40.50889,8.548056,5,50700,54360,51300,0,0.03,0,0.03,0.03,1,18,5,2014,18,5,2014,18,5,2014
5,3,250,2021,41.63115,8.180644,4,51900,84600,53100,3.5,6,0,9.5,9.5,0,18,5,2014,18,5,2014,18,5,2014
6,15,148,2312,38.70278,8.953333,2,52080,53700,52620,0,0,0.0052,0,0.0052,0,18,5,2014,18,5,2014,18,5,2014
4,18,270,1763,40.67361,7.824167,4,53220,75600,54010.7481496299,2,11,0,13,13,1,18,5,2014,5,8,2015,18,5,2014
5,3,266,1218,41.6425,8.486667,2,53280,60300,53280,0,0,0.001,0,0.001,1,18,5,2014,18,5,2014,18,5,2014
4,18,66,1156,40.86757,7.893519,5,53460,61500,56220,0,0.1,0,0.1,0.1,0,18,5,2014,18,5,2014,18,5,2014
5,3,107,2217,41.41472,8.352778,5,54720,60300,55200,0.01,0.03,0,0.04,0.04,1,18,5,2014,18,5,2014,18,5,2014
5,18,73,575,41.08167,8.098889,5,55620,62700,56280,0,0.005,0,0.005,0.005,0,18,5,2014,18,5,2014,18,5,2014
3,9,94,1102,40.90333,6.901111,5,58920,61500,59880,0,0.049,0,0.049,0.049,0,18,5,2014,18,5,2014,18,5,2014
4,18,66,1156,40.82722,7.931389,4,59280,78600,60300,0,1.7,0,1.7,1.7,1,18,5,2014,18,5,2014,18,5,2014
6,14,46,1653,38.93722,8.870556,5,59760,63900,60000,0,0.0709,0,0.0709,0.0709,0,18,5,2014,18,5,2014,18,5,2014
5,3,193,854,41.56028,8.271667,5,60900,68880,61200,0,0.06,0,0.06,0.06,0,18,5,2014,18,5,2014,18,5,2014
3,5,63,512,39.79083,7.723611,5,62040,65700,62400,0,0.0215,0,0.0215,0.0215,0,18,5,2014,18,5,2014,18,5,2014
7,17,145,1351,41.74111,7.963056,4,62100,77700,63420,0.5,1.5,0,2,2,0,18,5,2014,18,5,2014,18,5,2014
5,13,25,942,41.34333,7.985833,5,64800,78300,66600,0,0.1,0,0.1,0.1,0,18,5,2014,18,5,2014,18,5,2014
5,3,266,1218,41.6425,8.486667,2,65880,70200,65940,0,0,0.025,0,0.025,0,18,5,2014,18,5,2014,18,5,2014
5,3,88,1571,41.49806,8.15,4,67140,76920,68400,0,41,0,41,41,1,18,5,2014,18,5,2014,18,5,2014
3,9,94,1102,40.90361,6.900556,5,68400,75000,70380,0,0.032,0,0.032,0.032,0,18,5,2014,18,5,2014,18,5,2014
5,3,193,2671,41.64361,8.278333,2,68940,74400,69540,0,0,0.01,0,0.01,0,18,5,2014,18,5,2014,18,5,2014
5,3,52,2352,41.47028,7.939722,5,70740,72180,70920,0,0.002,0,0.002,0.002,1,18,5,2014,18,5,2014,18,5,2014
4,10,113,2311,39.73111,8.784722,2,70740,74700,71280,0,0,0.02,0,0.02,0,18,5,2014,18,5,2014,18,5,2014
5,3,52,2352,41.59167,7.844722,2,73320,74700,73500,0,0,0.004,0,0.004,1,18,5,2014,18,5,2014,18,5,2014
4,1,163,475,40.88188,8.413127,5,73800,77400,74520,0,0.05,0,0.05,0.05,0,18,5,2014,18,5,2014,18,5,2014
5,3,107,1685,41.53139,8.299444,5,74340,85200,75300,0.04,0.06,0,0.1,0.1,0,18,5,2014,18,5,2014,18,5,2014
7,17,199,2355,41.62139,7.732222,5,84600,3600,85200,0.4,0.3,0,0.7,0.7,1,18,5,2014,18,5,2014,19,5,2014
5,13,25,1887,41.34333,7.985833,5,9480,18000,10800,0,0.05,0,0.05,0.05,0,19,5,2014,19,5,2014,19,5,2014
5,16,29,2274,41.84333,8.383056,5,27240,34980,27720,0,0.03,0,0.03,0.03,0,19,5,2014,19,5,2014,19,5,2014
7,17,199,1643,41.51669,7.818551,5,31200,38400,32400,0,0.1,0,0.1,0.1,0,19,5,2014,19,5,2014,19,5,2014
5,3,107,608,41.43717,8.274082,5,39840,45000,39840,0,0.02,0,0.02,0.02,0,19,5,2014,19,5,2014,19,5,2014
1,12,188,2342,39.21694,7.982778,2,42120,44280,42540,0,0,0.0589,0,0.0589,0,19,5,2014,19,5,2014,19,5,2014
6,14,21,129,39.26,8.584722,2,43440,50820,44100,0,0,0.5776,0,0.5776,0,19,5,2014,19,5,2014,19,5,2014
